http://www.spiegel.de/politik/deutschland/spd-mitglieder-stimmen-fuer-grosse-koalition-a-1196372.html,Regierungsbeteiligung: SPD-Mitglieder stimmen für Große Koalition,"Der Weg zur Bildung einer neuen Regierung ist frei: Die SPD-Mitglieder haben sich mehrheitlich für eine Beteiligung ihrer Partei an einer neuen Koalition mit der Union ausgesprochen. Sie stimmten mit einer Mehrheit von 66,02 Prozent für den mit der CDU/CSU ausgehandelten Koalitionsvertrag, wie die SPD mitteilte. Mit Nein stimmten 33,98 Prozent, teilte der Chef der Mandatsprüfungs- und Zählkommission der SPD, Dietmar Nietan, mit.""Wir haben jetzt Klarheit"", sagte der kommissarische SPD-Chef Olaf Scholz. Er habe CDU-Chefin Angela Merkel bereits über das Abstimmungsergebnis informiert. ""Die SPD wird in die Regierung eintreten"", sagte Scholz.Über die Besetzung der Ministerposten will die Partei in den kommenden Tagen entscheiden. Die SPD-Spitze will je zur Hälfte weibliche und männliche Minister entsenden, kündigte Scholz an. Unter den Ressortchefs sollen Minister sein, die schon bisher amtierten, einige würde neu hinzukommen. Scholz, derzeit Regierender Bürgermeister in Hamburg, gilt als gesetzt für das Amt des Finanzministers und als Vizekanzler.161 Tage nach der Bundestagswahl geht damit die bislang längste Regierungsbildung in die Endphase. Die Wahl Merkels zur Kanzlerin ist für den 14. März im Bundestag geplant. Dort wird nun die AfD größte Oppositionspartei sein.463.722 SPD-Mitglieder waren vom 20. Februar bis zum 2. März aufgerufen, über eine Neuauflage der Großen Koalition zu entscheiden. Die SPD-Führung hatte dafür geworben, dass es zu einer GroKo kommt.Insgesamt wurden 378.437 Stimmen abgegeben, davon waren am Ende 362.933 gültig. Die Beteiligung lag damit bei 78,39 Prozent. 239.604 Mitglieder stimmten mit Ja, 123.329 mit Nein. Das gab der für die Auszählung zuständige Schatzmeister Nietan bekannt.Auch 2013 konnten die SPD-Mitglieder über die damals anstehende GroKo entscheiden. Damals lag die Beteiligung bei fast 78 Prozent - und damit nur unwesentlich geringer als heute. Mit Ja stimmten damals 75,96 Prozent.GroKo-Gegner Kühnert ist enttäuscht""Die Mitglieder der SPD sind mit sehr großer Mehrheit dem Vorschlag des Parteivorstands gefolgt"", sagte Interims-Parteichef Scholz. Damit gebe es nun Klarheit. Scholz sprach von spannenden und wichtigen Debatten in der Diskussion über den Koalitionsvertrag mit der CDU und der CSU. ""In der Diskussion sind wir weiter zusammengewachsen"", ergänzte er. Damit habe die SPD die Kraft auch für den Prozess der Erneuerung.Die Gegner einer weiteren Großen Koalition zeigten sich enttäuscht. ""Sind angetreten, um zu gewinnen. Daher erstmal: Enttäuschung"", twitterte Juso-Chef Kevin Kühnert. Er hatte federführend gegen eine neue Koalition mit der Union gekämpft. (Weitere Reaktionen auf das Mitgliedervotum der SPD lesen Sie hier.)VIDEO-Blitzanalyse: ""Die SPD muss die Nein-Sager jetzt einbinden""120 von den Landesverbänden entsandte ehrenamtliche Helfer hatten sich im Willy-Brandt-Haus getroffen und am Samstagabend um 22 Uhr damit begonnen, die Stimmen des Mitgliedervotums auszuzählen (mehr über den genauen Ablauf lesen Sie hier).Als Schatzmeister Nietan im Willy-Brandt-Haus den Wahlhelfern für ihr Engagement dankte, gab es großen Applaus. Nach der Verkündung des Ergebnisses dagegen herrschte Stille.Wer steckt hinter Civey?Civey ist ein Online-Meinungsforschungsinstitut mit Sitz in Berlin. Das Start-up arbeitet mit unterschiedlichen Partnern zusammen, darunter sind neben SPIEGEL ONLINE auch der ""Tagesspiegel"", ""Cicero"", der ""Freitag"" und Change.org. Civey wird durch das Förderprogramm ProFit der Investitionsbank Berlin und durch den Europäischen Fonds für regionale Entwicklung finanziert.aar/kuz/mmq/dpa/Reuters","['government', 'participation', 'spd', 'member', 'vote', 'grand', 'coalition', 'formation', 'new', 'government', 'clear', 'majority', 'spd', 'member', 'support', 'party', 'participation', 'new', 'coalition', 'union', 'vote', 'majority', '66.02', 'percent', 'cdu', 'csu', 'negotiate', 'coalition', 'agreement', 'spd', 'announce', '33.98', 'percent', 'vote', 'say', 'dietmar', 'nietan', 'head', 'mandate', 'counting', 'spd', 'clarity', 'say', 'spd', 'leader', 'olaf', 'scholz', 'inform', 'cdu', 'leader', 'angela', 'merkel', 'result', 'vote', 'spd', 'enter', 'government', 'scholz', 'say', 'party', 'want', 'decide', 'occupation', 'ministerial', 'post', 'coming', 'days', 'half', 'spd', 'leaders', 'want', 'send', 'female', 'male', 'minister', 'scholz', 'announce', 'minister', 'officiate', 'far', 'new', 'scholz', 'currently', 'governing', 'mayor', 'hamburg', 'consider', 'minister', 'finance', 'days', 'bundestag', 'election', 'formation', 'government', 'enter', 'final', 'phase', 'merkel', 'election', 'chancellor', 'schedule', 'march', '14', 'bundestag', 'afd', 'large', 'opposition', 'spd', 'member', 'february', '20', 'march', '2', 'decide', 'new', 'edition', 'grand', 'coalition', 'spd', 'leadership', 'promote', 'come', 'groko78,437', 'vote', 'cast', '362,933', 'valid', 'end', 'participation', '78.39', 'percent', '239,604', 'member', 'vote', 'yes', '123,329', 'announce', 'treasurer', 'nietan', 'responsible', 'count', '2013', 'spd', 'member', 'decide', 'upcoming', 'groko', 'time', 'participation', '78', 'percent', 'lower', 'today', 'yes', 'vote', '75.96', 'percent', 'kroko', 'opponent', 'kühnert', 'disappoint', 'member', 'spd', 'follow', 'large', 'majority', 'party', 'executive', 'say', 'interim', 'party', 'leader', 'scholz', 'clarity', 'scholz', 'spoke', 'excite', 'important', 'debate', 'discussion', 'coalition', 'agreement', 'cdu', 'csu', 'continue', 'grow', 'discussion', 'add', 'spd', 'strength', 'process', 'renewal', 'opponent', 'grand', 'coalition', 'disappoint', 'juso', 'ceo', 'kevin', 'kühnert', 'tweet', 'start', 'disappointment', 'lead', 'new', 'coalition', 'union', 'reaction', 'member', 'vote', 'spd', 'read', 'video', 'flash', 'analysis', 'spd', 'no-sager', '120', 'volunteer', 'regional', 'association', 'meet', 'willy-brandt-haus', 'saturday', '22', 'start', 'count', 'vote', 'member', 'vote', 'read', 'exact', 'procedure', 'treasurer', 'nietan', 'willy', 'brandt', 'house', 'thank', 'election', 'worker', 'commitment', 'great', 'applause', 'announcement', 'result', 'civey', 'civey', 'online', 'poll', 'institute', 'base', 'berlin', 'start-up', 'cooperate', 'various', 'partner', 'include', 'spiegel', 'online', 'tagesspiegel', 'cicero', 'change.org', 'civey', 'fund', 'profit', 'funding', 'program', 'investitionsbank', 'berlin', 'european', 'regional', 'development', 'fund.aar', 'kuz', 'mmq', 'dpa', 'reuters']"
https://www.focus.de/politik/deutschland/weg-frei-fuer-neue-regierung-spd-mitglieder-stimmen-fuer-groko_id_8557069.html,Weg frei für neue Regierung: SPD-Mitglieder stimmen für GroKo,"Die SPD hat entschieden - und offenbar für eine Neuauflage der Großen Koalition gestimmt! Gut fünf Monate nach der Bundestagswahl kann Bundeskanzlerin Angela Merkel damit endlich eine neue Regierung bilden. 369.680 Stimmen von SPD-Mitgliedern (77,86 Prozent) waren zuvor ausgezählt worden.Das berichtet das ""ZDF"".Mehr in Kürze auf FOCUS Online","['new', 'government', 'spd', 'member', 'vote', 'groko', 'spd', 'decide', 'apparently', 'vote', 'new', 'edition', 'grand', 'coalition', 'month', 'election', 'german', 'chancellor', 'angela', 'merkel', 'finally', 'form', 'new', 'government', '369,680', 'vote', 'spd', 'member', '77.86', 'percent', 'count', 'report', 'zdf', 'soon', 'focus', 'online']"
https://www.welt.de/kmpkt/article160997632/Warum-heisses-Wasser-schneller-gefriert-als-kaltes.html,Darum gefriert heißes Wasser schneller als kaltes,Краткое описание: Mit dem Mpemba-Effekt hat sich schon Aristoteles herumgeschlagen. Bis heute kann das wissenschaftliche Paradoxon nicht restlos erklärt werden - doch Forscher haben einen neuen Ansatz.,"['hot', 'water', 'freeze', 'fast', 'cold', 'aristotle', 'come', 'terms', 'mpemba', 'effect', 'date', 'scientific', 'paradox', 'fully', 'explain', 'researcher', 'new', 'approach']"
https://www.bild.de/politik/inland/spd/spd-aktuell-54993630.bild.html,SPD-Mitgliedervotum - JA zur GroKo oder Regierungskrise?,Краткое описание: Am 161. Tag nach der Wahl wird sich endlich entscheiden. Hat Deutschland eine neue Regierung oder nicht?,"['spd', 'member', 'yes', 'groko', 'government', 'crisis', '161st', 'day', 'election', 'finally', 'decide', 'doe', 'germany', 'new', 'government']"
https://www.bild.de/sport/fussball/serie-a/bewegender-abschiedsbrief-von-buffon-an-astori-54997016.bild.html,Im Schlaf gestorben - Rührender Buffon-Brief an toten Kollegen Astori (†31),Краткое описание: Italiens Torwart-Legende Gianluigi Buffon widmet dem verstorbenen Davide Astori einen bewegenden Abschiedsbrief.,"['dying', 'touching', 'buffon', 'letter', 'dead', 'colleague', 'astori', '†', '31', 'legend', 'gianluigi', 'buffon', 'dedicate', 'farewell', 'letter', 'late', 'davide', 'astori']"
http://www.faz.net/aktuell/feuilleton/debatten/zur-verlogenen-kritik-an-der-essener-tafel-15472214.html,Essener Tafel: Wen soll Jörg Sartor wählen?,"N ehmen wir an, die Sozialdemokraten tun, was sie unverständlicher-, schmerzlicher-, ja empörender- und verantwortungsloserweise seit langem tun: Sie zerlegen sich. Nehmen wir an, sie tun es diesmal durch einen Mitgliederentscheid.Nehmen wir weiter an, dass in unserem Land eine Minderheitenregierung nicht funktioniert. Weil seine Spitzenpolitiker immer nur einen zielstrebigen und pragmatischen Anschein erwecken, in Wahrheit aber ein ganz leeres, von demoskopischen Erwägungen, Talkshows und Interviews sowie der ständigen Wiederholung der eigenen Verlautbarungen zermürbtes Selbstbewusstsein haben. Nehmen wir an, dass solche Leute es einfach nicht ertragen würden, ständig um Zustimmung bei anderen ringen zu müssen. Dass sie es nicht aushielten, ganze Legislaturperioden auf die Weise zu durchleben, die ihre Sondierungs- und Koalitionsverhandlungen gekennzeichnet hat.Nehmen wir also hypothetisch an, dass es Neuwahlen geben wird. Und jetzt die Frage: Wen soll unter diesen Umständen Jörg Sartor wählen? Sie, geschätzte Leser, haben von Jörg Sartor gehört. Er ist über Nacht eine Berühmtheit geworden. Weil er der Vereinsvorsitzende der Essener Tafel ist. Und weil er als solcher dafür einsteht, dass die Lebensmittel, die dieser gemeinnützige Verein verteilt, nicht nur nach dem Gesichtspunkt der größeren Verdrängungskraft verteilt werden sollen. Drei Viertel der Begünstigten dieser sozialen Hilfe sind Ausländer. Neue Kundenkarten will die Tafel aber nun bis auf weiteres nur noch an Inhaber eines deutschen Passes ausstellen. Jörg Sartors Begründung: Weil insbesondere junge männliche Migranten es an Respekt gegenüber älteren Frauen und Müttern fehlen lassen. Weil sie sich nicht anstellen, sondern vordrängeln, wartende Rentner fortschubsen und weil darum Kundschaft der Tafel, die genauso bedürftig ist wie jene Migranten, nicht mehr kommt.Jörg Sartor ist 61, er war dreißig Jahre lang Bergmann, seit er mit 49 in Ruhestand ging, arbeitet er ehrenamtlich für die Essener Tafel. Einen Ausländerfeind wird man so leicht nicht jemanden nennen können, der sieben Mal in der Woche dafür sorgt, dass Alte, Migranten, Kinder, Obdachlose und eben überhaupt Bedürftige etwas von dem zu essen bekommen, was andernfalls weggeworfen würde oder unverteilt bliebe. Oder sagen wir es mal so: Welche Leistungen zugunsten von Bedürftigen haben diejenigen vorzuweisen, die Jörg Sartor jetzt darüber belehren, wie er und die Seinen mit den Lebensmitteln umzugehen haben, die sie in privater Initiative verteilen?Jetzt sind wir bei den Vorwürfen gegen Jörg Sartor. Sie spotten jeder Beschreibung, weswegen sie im Originalton wiedergegeben werden sollten. Man solle „nicht solche Kategorisierungen vornehmen“, mahnt die Bundeskanzlerin, womit sie die Unterscheidung von Ausländern und Deutschen meint, ohne sich vorher kundig gemacht zu haben, ob es überhaupt Herr Sartor und die Seinen waren, die so kategorisiert haben, oder es nicht vielmehr die Wirklichkeit war, in der die jungen männlichen Migranten gedrängelt haben und die Rentnerinnen und Mütter ins Hintertreffen gerieten.","['essen', 'board', 'jörg', 'sartor', 'choose', 'let', 'suppose', 'social', 'democrat', 'incomprehensible', 'painful', 'outrageous', 'irresponsible', 'long', 'time', 'suppose', 'time', 'let', 'assume', 'minority', 'government', 'doe', 'work', 'country', 'politician', 'pragmatic', 'reality', 'completely', 'self-confidence', 'demoscopic', 'talk', 'interview', 'constant', 'repetition', 'suppose', 'people', 'simply', 'bear', 'constantly', 'way', 'characterize', 'exploratory', 'coalition', 'negotiation', 'hypothetically', 'let', 'assume', 'new', 'election', 'question', 'choose', 'jörg', 'sartor', 'circumstances', 'dear', 'reader', 'hear', 'jörg', 'sartor', 'overnight', 'chairman', 'essen', 'board', 'stand', 'fact', 'food', 'distribute', 'distribute', 'greater', 'repressive', 'power', 'quarters', 'social', 'assistance', 'foreigner', 'new', 'customer', 'cards', 'want', 'board', 'notice', 'inhabhe', 'issue', 'german', 'passport', 'jörg', 'sartor', 'especially', 'young', 'male', 'migrant', 'lack', 'respect', 'older', 'woman', 'mother', 'push', 'waiting', 'clientele', 'table', 'needy', 'migrant', 'longer', 'sartor', '61', 'miner', 'years', '49', 'works', 'essen', 'board', 'easy', 'xenophobia', 'seven', 'times', 'week', 'elderly', 'migrant', 'child', 'homeless', 'needy', 'eat', 'throw', 'away', 'let', 'way', 'benefit', 'needy', 'teach', 'jörg', 'sartor', 'family', 'food', 'distribute', 'private', 'initiative', 'allegation', 'jörg', 'sartor', 'scoff', 'description', 'reproduce', 'original', 'sound', 'make', 'categorization', 'warn', 'chancellor', 'means', 'distinction', 'foreigner', 'german', 'previously', 'make', 'mr.', 'sartor', 'categorize', 'reality', 'young', 'male', 'migrantspressed', 'retiree', 'mother']"
"https://www.bild.de/bild-plus/politik/inland/gleichberechtigung/frauenbeauftragte-will-nationalhymne-aendern-54992210,view=conversionToLogin.bild.html",Wegen Gender-Bedenken - Frauenbeauftragte will Nationalhymne ändern,"Einigkeit und Recht und Freiheit. Seit 1922 ist das Deutschlandlied des Dichters August Heinrich Hoffmann von Fallersleben von 1841 die Nationalhymne der Deutschen (seit 1991 offiziell nur die dritte Strophe).Nun will eine Frauenbeauftragte den Text ändern.Lesen Sie mit BILDplus, warum sie das fordert!","['gender', 'woman', 'commissioner', 'want', 'change', 'national', 'anthem', 'unity', 'justice', 'freedom', '1922', 'german', 'song', 'poet', 'august', 'heinrich', 'hoffmann', 'von', 'fallersleben', '1841', 'national', 'anthem', 'german', '1991', 'officially', 'stanza', 'want', 'woman', 'representative', 'change', 'text', 'read', 'bildplus']"
http://www.kicker.de/news/fussball/intligen/startseite/718687/artikel_fiorentina-kapitaen-astori-tot.html,Fiorentina-Kapitän Astori tot,"Davide Astori, Kapitän des italienischen Erstligisten AC Florenz, ist am Sonntag tot in einem Hotelzimmer in Udine aufgefunden worden. Laut der italienischen Nachrichtenagentur ANSA erlag der 31-Jährige einem Herzinfarkt, der Verein schreibt von einer ""plötzlichen Erkrankung"". Das Spiel der Fiorentina gegen Udinese wurde wie alle anderen Sonntagspartien der Serie A abgesagt.Astoris Klub erklärte in einer Stellungnahme, man ""sei zutiefst beunruhigt über die schreckliche Situation"". Das für den Sonntag (15 Uhr) angesetzte Spiel zwischen Florenz und Udinese wurde abgesagt. Im Laufe des Nachmittags setzte die Liga dann auch alle weiteren Partien des Tages ab, darunter auch das Mailänder Stadtduell am Abend zwischen Milan und Inter.Astori spielte seit 2015 für Florenz und hatte seinen Vertrag erst in dieser Woche verlängert. Der Abwehrspieler, der bei Milan ausgebildet wurde und später auch für Cagliari und die Roma spielte, bestritt 14 Länderspiele für Italien.Astori hinterlässt Frau und Tochter.","['fiorentina', 'captain', 'astori', 'dead', 'davide', 'astori', 'captain', 'italian', 'division', 'club', 'ac', 'florenz', 'dead', 'sunday', 'hotel', 'room', 'udine', 'accord', 'italian', 'news', 'agency', 'ansa', '31-year-old', 'heart', 'attack', 'club', 'write', 'sudden', 'illness', 'fiorentina', 'game', 'udinese', 'cancel', 'serie', 'sunday', 'game', 'astoris', 'klub', 'state', 'statement', 'deeply', 'terrible', 'situation', 'schedule', 'sunday', '15', 'clock', 'game', 'florence', 'udinese', 'cancel', 'afternoon', 'league', 'game', 'day', 'include', 'milan', 'duel', 'evening', 'milan', 'play', 'florence', '2015', 'extend', 'contract', 'week', 'defender', 'train', 'milan', 'later', 'play', 'cagliari', 'roma', 'play', '14', 'cap', 'leaf', 'wife', 'daughter']"
https://www.epochtimes.de/politik/deutschland/afdler-in-syrien-frauen-sitzen-in-bars-und-tragen-jeans-statt-burka-in-mekka-und-berlin-neukoelln-kaum-vorstellbar-a2367073.html,AfDler in Syrien: „Frauen sitzen in Bars und tragen Jeans statt Burka – in Mekka und Berlin-Neukölln kaum vorstellbar“,"Politiker aus Union und SPD sind empört: AfD-Politiker besuchen Syrien, um sich vor Ort einen Eindruck über die Lage zu verschaffen.Die Abgeordneten haben sich auch mit Verbündeten der syrischen Regierung von Baschar al-Assad getroffen.Die AfD-Politiker wollen vor allem wissen: Kann Deutschland Syrien als sicheres Herkunftsland einstufen? Und muss der Abschiebestopp für abgelehnte syrische Asylbewerber tatsächlich aufrecht erhalten werden?„Endlich in #Damaskus … Wir machen uns ein eigenes Bild von der Lage in Syrien!“, schrieb Delegationsleiter Christian Blex, Landtagsabgeordneter aus Niedersachsen auf Twitter.Seit Montag sind er, vier AfD-Bundestagsabgeordnete und ein Landtagsabgeordneter im Kriegsland. Offiziell ein „privater“ Besuch.Die AfD-Gruppe hat schon einige Fotos veröffentlicht, die sie unter anderem bei einem Treffen mit dem Assad-treuen Großmufti Ahmed Hassun zeigen.Blex postete auch einige Bilder von Damaskus: „Auf dem Basar in #Damaskus. Alltag pur. Moderne Geschäfte. Frauen mit und ohne Kopftuch. Kaum zu glauben, dass jetzt zigtausend syrische Männer in Deutschland sind und auch noch ihre Familien nachholen sollen.“Er berichtet über das Alltagsleben in der syrischen Hauptstadt: „Syrische Frauen in #Damaskus. Blue Jeans statt schwarze Schleier! Frauen sitzen in Bars. In Mekka kaum vorstellbar – in Berlin-Neukölln leider auch nicht,“ schreibt Blex.Der Bundesregierung wirft der AfD-Mann vor, die sogenannten moderaten Rebellen in Syrien zu unterstützen.Der AfD-Politiker beklagt auch die Sanktionen aus dem Westen: „Gerade erfahren: medizinische Geräte wie Prothesen kommen durch EU-Sanktionen nicht mehr an!“Die EU verhängte die Handelsbeschränkungen vor allem um Baschar al-Assad zu schwächen. Die Sanktionen treffen aber auch große Teile der syrischen Bevölkerung und verschlimmern deren Leiden.Nach einem Treffen mit syrischen Politikern schrieb Blex weiter:Syriens staatlicher Nachrichtenagentur Sana zufolge traf die deutsche Parlamentsdelegation am Montag unter anderem den syrischen Parlamentspräsidenten Hammudeh Sabbagh. Auch verschiedene Bildungseinrichtungen stehen noch auf dem Programm der AfD-Politiker.Unterdessen zeigen sich zahlreiche deutsche Politiker entsetzt über die Reise. Neben anderen heimischen Politikern reagierte SPD-Außenexperte Rolf Mützenich empört. Das folge einer gewissen Strategie, das „Regime von Assad“ und seine Unterstützer aufzuwerten, sagte er dem „Kölner Stadt-Anzeiger“.Damaskus habe schon mehrere Gelegenheiten genutzt, mit Parteien aus dem „rechten Spektrum“ ins Gespräch zu kommen. Die Reise werde ein Nachspiel im Bundestag haben.Als „einfach widerlich“ bezeichnete der menschenrechtspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Michael Brand, die Reise. „Während Bomben und Giftgas von Diktator Assad eingesetzt werden“ würden die AfD-Politiker „ohne Skrupel in die Kameras lächeln und sich mit der Täter-Clique treffen“, so Brand.Er sagt: die AfD-Politiker hätten Deutschlands guten Namen „in den Dreck gezogen“. Dabei noch in die Kameras zu lächeln, „ist einfach ekelhaft.“ (so/dpa)Syrien: Staatschef Assad bezeichnet westliche Politiker als „Lügner“ und Erdogan als „Heuchler“„Willkommen in Syrien mein Freund“: Ein Reisebericht aus Damaskus – „Es ist ganz anders als von den Medien berichtet“Als Tourist in Aleppo – Syrien 2017: „Es gibt weitaus weniger Zerstörung in Aleppo, als die Medien berichtet haben“Als Tourist in Homs – Die zerstörteste Stadt Syriens kehrt ins normale Leben zurück","['afdler', 'syria', 'woman', 'sit', 'bars', 'wear', 'jean', 'instead', 'burka', 'hardly', 'imaginable', 'mecca', 'berlin-neukölln', 'politician', 'union', 'spd', 'outrage', 'afd', 'politician', 'visit', 'syria', 'situation', 'deputy', 'meet', 'allies', 'syrian', 'government', 'bashar', 'al-assad', 'afd', 'politician', 'want', 'know', 'germany', 'classify', 'syria', 'safe', 'country', 'origin', 'doe', 'deportation', 'reject', 'syrian', 'asylum', 'seeker', 'actually', 'uphold', 'finally', 'damaskus', 'picture', 'situation', 'syria', 'write', 'delegation', 'christian', 'blex', 'member', 'parliament', 'lower', 'saxony', 'twitter', 'monday', 'afd', 'member', 'parliament', 'member', 'parliament', 'war', 'country', 'officially', 'private', 'visit', 'afd', 'group', 'publish', 'photo', 'meeting', 'assad-loyal', 'grand', 'mufti', 'ahmed', 'hassun', 'alex', 'post', 'picture', 'damascus', 'bazaar', 'damascus', 'everyday', 'life', 'modern', 'shop', 'woman', 'headscarf', 'hard', 'believe', 'thousand', 'syrian', 'men', 'germany', 'report', 'everyday', 'life', 'syrian', 'capital', 'syrian', 'woman', 'damascus', 'blue', 'jean', 'instead', 'black', 'veil', 'woman', 'sitting', 'bars', 'mecca', 'imaginable', 'berlin-neukölln', 'unfortunately', 'write', 'federal', 'government', 'accuse', 'so-called', 'moderate', 'rebel', 'syria', 'complain', 'sanction', 'west', 'just', 'learn', 'medical', 'devices', 'prosthesis', 'longer', 'eu', 'sanction', 'eu', 'impose', 'trade', 'restriction', 'weaken', 'bashar', 'al-assad', 'sanction', 'hit', 'large', 'syrian', 'population', 'aggravate', 'suffering', 'meeting', 'syrian', 'politician', 'blex', 'continue', 'accord', 'syria', 'news', 'agency', 'sana', 'german', 'parliamentary', 'delegation', 'meet', 'syrian', 'parliamentary', 'president', 'hammudeh', 'sabbagh', 'monday', 'various', 'educational', 'institution', 'agenda', 'afd', 'politician', 'german', 'politician', 'trip', 'domestic', 'politician', 'spd', 'foreign', 'expert', 'rolf', 'mützenich', 'indignantly', 'consequence', 'certain', 'strategy', 'upgrade', 'regime', 'assad', 'tell', 'kölner', 'stadt-anzeiger', 'damascus', 'use', 'opportunity', 'party', 'right-wing', 'trip', 'epilogue', 'simply', 'disgust', 'human', 'right', 'spokesman', 'cdu', 'csu', 'parliamentary', 'group', 'michael', 'brand', 'trip', 'bomb', 'poison', 'gas', 'use', 'dictator', 'assad', 'afd', 'politician', 'scruples', 'camera', 'smile', 'meet', 'clique', 'say', 'say', 'afd', 'politician', 'germany', 'good', 'dirt', 'camera', 'just', 'disgust', 'sun', 'dpa', 'syria', 'president', 'assad', 'western', 'politician', 'liar', 'erdogan', 'welcome', 'syria', 'friend', 'report', 'damascus', 'different', 'medium', 'report', 'tourist', 'aleppo', 'syria', '2017', 'le', 'destruction', 'aleppo', 'medium', 'report', 'tourist', 'homs', 'devastate', 'city', 'syria', 'return', 'normal', 'life']"
https://www.focus.de/politik/deutschland/entscheidung-gefallen-spd-mitglieder-stimmen-mit-66-prozent-fuer-groko_id_8557265.html,Entscheidung gefallen: SPD-Mitglieder stimmen mit 66 Prozent für GroKo,"Die SPD-Mitglieder haben mit großer Mehrheit für eine Neuauflage der großen Koalition gestimmt: 66,02 Prozent sprachen sich für den mit der CDU/CSU ausgehandelten Koalitionsvertrag aus. Das verkündete die SPD bei einer Pressekonferenz im Willy-Brandt-Haus.Insgesamt wurden 378 437 Stimmen abgegeben. Stimmberechtigt waren 463 722 Mitglieder. Die Beteiligung lag damit bei 78,39 Prozent. 239 604 Mitglieder stimmten mit Ja, 123 329 mit Nein. Das gab der für die Auszählung zuständige Schatzmeister Dietmar Nietan bekannt.161 Tage nach der Bundestagswahl geht damit die bislang längste Regierungsbildung in die Endphase. Die Wahl Merkels zur Kanzlerin ist für den 14. März im Bundestag geplant. Dort wird nun die rechtspopulistische AfD größte Oppositionspartei sein.Mehr in Kürze im Ticker von FOCUS Online","['decision', 'spd', 'member', 'vote', '66', 'percent', 'groko', 'spd', 'member', 'vote', 'large', 'majority', 'new', 'edition', 'grand', 'coalition', '66.02', 'percent', 'coalition', 'agreement', 'negotiate', 'cdu', 'csu', 'announce', 'spd', 'press', 'conference', 'willy-brandt-haus', '378,437', 'vote', 'cast', 'voting', 'right', 'member', 'participation', '78.39', 'percent', '239', '604', 'member', 'vote', 'yes', '123', '329', 'announce', 'treasurer', 'dietmar', 'nietan', 'responsible', 'count.161', 'days', 'election', 'formation', 'government', 'enter', 'final', 'phase', 'merkel', 'election', 'chancellor', 'schedule', 'march', '14', 'bundestag', 'right-wing', 'populist', 'afd', 'large', 'opposition', 'party', 'sein.mehr', 'soon', 'ticker']"
